Marker,Sample Name,Lysate,Library,ReadsRaw,ReadsL35,ReadsMapped,ReadsDeduped,%Hominin,UniqueHominin,DuplicationRate,5CT,3CT,5CT_95CI,3CT_95CI,Ancient,ReadsDeam,H_support,H_support_deam,N-HST_support,N-HST_support_deam,N_support,N_support_deam,HST_support,HST_support_deam,D_support,D_support_deam,S_support,S_support_deam,D-S_support,D-S_support_deam
M189 ,SP.A.7680,Lys.A.1459,Lib.G.698,1616648,1051742,335149,31074,6.9,231,3.11,36,28.6,22.9-50.8,17.3-42.2,Yes,38,26.7% (4 / 15),0.0% (0 / 4),**52.2% (12 / 23),NA% (0 / 0),**40.0% (4 / 10),NA% (0 / 0),4.2% (1 / 24),0.0% (0 / 2),0.0% (0 / 44),0.0% (0 / 5),0.0% (0 / 33),0.0% (0 / 1),1.6% (1 / 63),7.7% (1 / 13)
M188 ,SP.A.7679,Lys.A.1458,Lib.G.697,1381477,835343,310317,25125,4.3,134,3.98,40,25.7,22.7-59.4,12.5-43.3,Yes,40,0.0% (0 / 5),0.0% (0 / 3),0.0% (0 / 13),0.0% (0 / 5),16.7% (1 / 6),50.0% (1 / 2),0.0% (0 / 10),NA% (0 / 0),**76.5% (13 / 17),**100.0% (4 / 4),0.0% (0 / 14),0.0% (0 / 4),**88.0% (22 / 25),**100.0% (6 / 6)
M187 ,SP.A.7678,Lys.A.1457,Lib.G.696,1507633,1035188,331847,33748,0.87,43,1.65,44.4,50,13.7-78.8,15.7-84.3,YesNo,11,50.0% (1 / 2),NA% (0 / 0),50.0% (1 / 2),0.0% (0 / 1),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 8),0.0% (0 / 1),0.0% (0 / 4),NA% (0 / 0),14.3% (1 / 7),100.0% (1 / 1)
M186 ,SP.A.7677,Lys.A.1456,Lib.G.695,1244259,795253,278581,33230,1.19,58,1.31,33.3,36.4,7.5-70.1,10.9-69.2,No,12,50.0% (2 / 4),NA% (0 / 0),**75.0% (3 / 4),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 12),0.0% (0 / 2),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 11),0.0% (0 / 2)
M185 ,SP.A.7676,Lys.A.1455,Lib.G.694,1699706,1123998,360375,35323,2.61,100,1.7,46.4,16.7,27.5-66.1,4.7-37.4,No,21,**80.0% (4 / 5),NA% (0 / 0),37.5% (3 / 8),66.7% (2 / 3),28.6% (2 / 7),50.0% (1 / 2),0.0% (0 / 16),0.0% (0 / 1),0.0% (0 / 21),0.0% (0 / 4),0.0% (0 / 9),0.0% (0 / 2),5.0% (1 / 20),0.0% (0 / 2)
M184 ,SP.A.7675,Lys.A.1454,Lib.G.693,1440690,725430,250480,9918,55.31,484,30.34,63.4,46.7,54.3-71.9,37.6-56.0,Yes,180,15.8% (3 / 19),0.0% (0 / 5),4.3% (2 / 46),0.0% (0 / 11),4.5% (1 / 22),0.0% (0 / 10),0.0% (0 / 36),0.0% (0 / 13),**91.5% (54 / 59),**94.4% (17 / 18),0.0% (0 / 73),0.0% (0 / 23),**89.0% (89 / 100),**100.0% (36 / 36)
M183 ,SP.A.7674,Lys.A.1453,Lib.G.692,1255739,760999,270446,22233,4.53,108,6.26,40,14.7,19.1-63.9,5.0-31.1,No,17,**85.7% (6 / 7),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 10),NA% (0 / 0),25.0% (6 / 24),**100.0% (4 / 4),0.0% (0 / 11),0.0% (0 / 4),**36.0% (9 / 25),**80.0% (4 / 5)
M182 ,SP.A.7673,Lys.A.1452,Lib.G.691,1211405,795466,251974,26424,10.67,323,2.43,5,3.6,0.6-16.9,1.2-8.3,No,8,**97.2% (35 / 36),NA% (0 / 0),0.0% (0 / 32),NA% (0 / 0),5.0% (1 / 20),NA% (0 / 0),0.0% (0 / 31),NA% (0 / 0),0.0% (0 / 67),0.0% (0 / 1),0.0% (0 / 58),0.0% (0 / 1),0.0% (0 / 79),NA% (0 / 0)
M182 ,SP.A.7673,Lys.A.1452,Lib.G.691,329847,55121,9206,5135,36.65,81,1.28,0,0,0.0-41.0,0.0-8.8,No,0,**100.0% (8 / 8),NA% (0 / 0),0.0% (0 / 17),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 15),NA% (0 / 0),0.0% (0 / 24),NA% (0 / 0),0.0% (0 / 33),NA% (0 / 0)
M181 ,SP.A.7672,Lys.A.1451,Lib.G.690,1647194,1059401,357069,30744,9.07,302,3.01,31.1,22.5,19.9-44.3,13.9-33.2,Yes,60,**40.0% (6 / 15),0.0% (0 / 1),**59.1% (13 / 22),66.7% (2 / 3),**64.3% (9 / 14),NA% (0 / 0),4.0% (1 / 25),0.0% (0 / 3),1.9% (1 / 54),0.0% (0 / 11),0.0% (0 / 44),0.0% (0 / 6),4.2% (4 / 96),0.0% (0 / 18)
M180 ,SP.A.7671,Lys.A.1450,Lib.G.689,156055,30649,5844,4213,45.83,77,1.06,47.1,31.6,23.0-72.2,12.6-56.6,Yes,21,0.0% (0 / 6),0.0% (0 / 3),**63.6% (7 / 11),100.0% (2 / 2),40.0% (2 / 5),NA% (0 / 0),11.1% (1 / 9),20.0% (1 / 5),0.0% (0 / 23),0.0% (0 / 8),0.0% (0 / 17),0.0% (0 / 5),0.0% (0 / 25),0.0% (0 / 11)
M180 ,SP.A.7671,Lys.A.1450,Lib.G.689,1673404,1113526,358091,35323,33.26,1581,2.1,45.6,30.8,40.6-50.6,26.1-35.7,Yes,407,12.5% (11 / 88),7.1% (1 / 14),**77.5% (86 / 111),**100.0% (17 / 17),**81.1% (60 / 74),**100.0% (10 / 10),0.8% (1 / 121),2.9% (1 / 35),0.7% (2 / 303),0.0% (0 / 82),1.3% (3 / 231),1.5% (1 / 67),1.1% (4 / 367),0.0% (0 / 87)
M180 ,SP.A.7671,Lys.A.1450,Lib.G.2763,2232126,1794125,458064,30146,42.7,1546,3.26,45.9,37.2,40.9-51.0,32.0-42.7,Yes,415,16.5% (14 / 85),0.0% (0 / 19),**80.2% (85 / 106),**96.0% (24 / 25),**78.0% (39 / 50),**91.7% (11 / 12),0.6% (1 / 163),2.3% (1 / 44),1.2% (4 / 345),1.2% (1 / 82),0.9% (2 / 224),1.8% (1 / 57),0.9% (4 / 438),2.5% (3 / 122)
M179 ,SP.A.7670,Lys.A.1449,Lib.G.688,1468637,757865,67154,1280,91.92,273,58.2,24.7,15.6,15.3-36.1,8.3-25.6,No,46,**100.0% (21 / 21),**100.0% (2 / 2),0.0% (0 / 17),0.0% (0 / 2),8.3% (1 / 12),20.0% (1 / 5),0.0% (0 / 29),0.0% (0 / 1),8.0% (4 / 50),50.0% (1 / 2),0.0% (0 / 41),0.0% (0 / 5),**19.6% (11 / 56),**50.0% (5 / 10)
M178 ,SP.A.7669,Lys.A.1448,Lib.G.687,1680199,870715,359331,15937,8.37,84,7.95,28.6,4.2,13.2-48.7,0.1-21.1,No,11,**60.0% (3 / 5),0.0% (0 / 1),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 1),0.0% (0 / 1),0.0% (0 / 6),0.0% (0 / 1),6.2% (1 / 16),100.0% (1 / 1),0.0% (0 / 7),0.0% (0 / 3),**36.4% (4 / 11),100.0% (2 / 2)
M177 ,SP.A.7668,Lys.A.1447,Lib.G.686,1216600,615325,124773,3086,92.41,645,54.77,7.2,6.5,3.7-12.6,3.3-11.4,No,38,**93.8% (60 / 64),0.0% (0 / 1),0.0% (0 / 53),NA% (0 / 0),3.9% (2 / 51),100.0% (1 / 1),3.1% (3 / 96),0.0% (0 / 3),5.5% (9 / 165),**55.6% (5 / 9),0.8% (1 / 121),0.0% (0 / 5),7.3% (12 / 165),33.3% (3 / 9)
M176 ,SP.A.7667,Lys.A.1446,Lib.G.685,1327652,631461,115264,2632,81.54,159,99.7,20,16.7,8.4-36.9,7.0-31.4,No,19,**85.7% (6 / 7),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 9),0.0% (0 / 1),**30.4% (7 / 23),**75.0% (3 / 4),0.0% (0 / 16),0.0% (0 / 3),**32.4% (12 / 37),**80.0% (4 / 5)
M175 ,SP.A.7666,Lys.A.1445,Lib.G.684,1670147,864361,114898,2028,98.51,1518,58.58,1.1,0.3,0.2-3.1,0.0-1.7,No,9,**100.0% (129 / 129),100.0% (1 / 1),0.0% (0 / 226),NA% (0 / 0),0.0% (0 / 99),NA% (0 / 0),0.0% (0 / 102),NA% (0 / 0),0.5% (2 / 439),0.0% (0 / 1),0.0% (0 / 196),0.0% (0 / 1),0.0% (0 / 257),0.0% (0 / 3)
M174 ,SP.A.7665,Lys.A.1444,Lib.G.679,1329008,788260,317855,25412,13.14,268,2.95,48.5,38.5,36.2-61.0,28.4-49.2,Yes,90,16.7% (2 / 12),0.0% (0 / 3),**30.0% (6 / 20),33.3% (2 / 6),33.3% (2 / 6),0.0% (0 / 2),0.0% (0 / 13),0.0% (0 / 8),9.6% (5 / 52),14.3% (2 / 14),0.0% (0 / 26),0.0% (0 / 11),**25.0% (15 / 60),27.8% (5 / 18)
M174 ,SP.A.7665,Lys.A.1444,Lib.G.2762,645468,436077,114236,16517,13.44,121,2.32,45.2,23.1,27.3-64.0,9.0-43.6,No,28,37.5% (3 / 8),NA% (0 / 0),40.0% (2 / 5),0.0% (0 / 1),50.0% (2 / 4),50.0% (1 / 2),0.0% (0 / 13),0.0% (0 / 4),12.0% (3 / 25),40.0% (2 / 5),0.0% (0 / 19),0.0% (0 / 4),**25.8% (8 / 31),42.9% (3 / 7)
M173 ,SP.A.7664,Lys.A.1443,Lib.G.678,1611464,890444,362275,19554,7.32,95,5.13,21.1,21.4,6.1-45.6,8.3-41.0,No,12,**85.7% (6 / 7),0.0% (0 / 1),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 11),0.0% (0 / 1),11.1% (2 / 18),66.7% (2 / 3),0.0% (0 / 7),NA% (0 / 0),7.7% (2 / 26),50.0% (1 / 2)
M172 ,SP.A.7663,Lys.A.1442,Lib.G.677,1537801,737861,154713,1542,88.51,154,264.69,6.7,8.3,0.8-22.1,1.8-22.5,No,9,**87.5% (7 / 8),NA% (0 / 0),0.0% (0 / 13),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 1),0.0% (0 / 30),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0),5.4% (2 / 37),NA% (0 / 0)
M171 ,SP.A.7662,Lys.A.1441,Lib.G.676,1759305,876692,188013,3124,74.48,178,159.92,55,31.9,38.5-70.7,19.1-47.1,Yes,53,**50.0% (7 / 14),0.0% (0 / 2),0.0% (0 / 11),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 3),0.0% (0 / 17),0.0% (0 / 1),**54.2% (13 / 24),**100.0% (7 / 7),0.0% (0 / 12),0.0% (0 / 3),**59.5% (22 / 37),**87.5% (7 / 8)
M170 ,SP.A.7661,Lys.A.1440,Lib.G.675,1626289,870842,177709,1945,100,1560,95.44,1.4,1.1,0.5-3.3,0.3-2.9,No,42,**100.0% (217 / 217),**100.0% (2 / 2),0.0% (0 / 198),0.0% (0 / 8),0.7% (1 / 134),0.0% (0 / 5),0.0% (0 / 130),0.0% (0 / 9),0.3% (1 / 384),0.0% (0 / 10),0.0% (0 / 246),0.0% (0 / 3),0.5% (2 / 438),0.0% (0 / 15)
M169 ,SP.A.7660,Lys.A.1439,Lib.G.674,1792697,583903,38159,167,88,22,266.09,0,16.7,0.0-45.9,0.4-64.1,No,2,66.7% (2 / 3),0.0% (0 / 1),0.0% (0 / 2),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),33.3% (1 / 3),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),33.3% (1 / 3),NA% (0 / 0)
M168 ,SP.A.7659,Lys.A.1438,Lib.G.673,1819981,917705,424992,15040,19.03,141,11.35,62.9,38.1,44.9-78.5,23.6-54.4,Yes,60,16.7% (1 / 6),0.0% (0 / 3),0.0% (0 / 14),0.0% (0 / 9),0.0% (0 / 12),0.0% (0 / 5),0.0% (0 / 5),0.0% (0 / 2),**90.9% (10 / 11),**100.0% (8 / 8),0.0% (0 / 17),0.0% (0 / 8),**82.4% (14 / 17),**100.0% (7 / 7)
M167 ,SP.A.7658,Lys.A.1437,Lib.G.668,1880594,1019428,408920,15244,6.58,56,11,42.9,30,17.7-71.1,11.9-54.3,Yes,16,33.3% (2 / 6),0.0% (0 / 2),0.0% (0 / 5),0.0% (0 / 1),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 2),16.7% (1 / 6),0.0% (0 / 1),0.0% (0 / 7),0.0% (0 / 2),22.2% (2 / 9),0.0% (0 / 2)
M167 ,SP.A.7658,Lys.A.1437,Lib.G.2761,882411,478247,101915,7929,10.91,48,9.67,15.4,28.6,1.9-45.4,3.7-71.0,No,5,50.0% (2 / 4),0.0% (0 / 1),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 8),0.0% (0 / 3),27.3% (3 / 11),100.0% (1 / 1),0.0% (0 / 6),0.0% (0 / 1),33.3% (4 / 12),100.0% (2 / 2)
M166 ,SP.A.7657,Lys.A.1436,Lib.G.667,1344126,591686,93678,1809,83.18,183,109.27,44.9,50,30.7-59.8,35.8-64.2,Yes,65,25.0% (2 / 8),0.0% (0 / 4),0.0% (0 / 13),0.0% (0 / 6),0.0% (0 / 22),0.0% (0 / 8),0.0% (0 / 11),0.0% (0 / 9),**69.0% (20 / 29),**66.7% (8 / 12),0.0% (0 / 15),0.0% (0 / 5),**66.7% (24 / 36),**81.8% (9 / 11)
M165 ,SP.A.7656,Lys.A.1435,Lib.G.666,1672625,854873,149684,3494,29.68,103,141.1,3.3,12,0.1-17.2,2.5-31.2,No,5,**100.0% (13 / 13),NA% (0 / 0),20.0% (2 / 10),NA% (0 / 0),33.3% (1 / 3),100.0% (1 / 1),0.0% (0 / 16),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 25),NA% (0 / 0)
M164 ,SP.A.7655,Lys.A.1434,Lib.G.665,1692399,872771,139648,3263,87.39,596,72.6,15.3,11.5,9.5-22.9,6.9-17.5,No,43,**92.3% (60 / 65),25.0% (1 / 4),2.9% (2 / 68),0.0% (0 / 6),2.4% (1 / 42),0.0% (0 / 2),0.0% (0 / 59),0.0% (0 / 3),14.0% (17 / 121),**100.0% (3 / 3),0.0% (0 / 100),0.0% (0 / 6),**17.9% (19 / 106),**83.3% (5 / 6)
M163 ,SP.A.7654,Lys.A.1433,Lib.G.664,1316343,652344,126605,3071,65.25,184,88,56.6,34.9,42.3-70.2,21.0-50.9,Yes,61,**55.6% (5 / 9),0.0% (0 / 1),20.0% (2 / 10),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 3),0.0% (0 / 13),0.0% (0 / 6),**71.9% (23 / 32),**92.3% (12 / 13),3.6% (1 / 28),0.0% (0 / 12),**76.9% (30 / 39),**84.6% (11 / 13)
M162 ,SP.A.7653,Lys.A.1432,Lib.G.663,1252442,605382,211394,5558,45.62,146,59.27,42.5,29.7,27.0-59.1,15.9-47.0,Yes,39,**55.6% (5 / 9),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 15),0.0% (0 / 6),0.0% (0 / 7),0.0% (0 / 4),**81.8% (18 / 22),**100.0% (5 / 5),0.0% (0 / 11),0.0% (0 / 1),**64.0% (16 / 25),100.0% (2 / 2)
M161 ,SP.A.7652,Lys.A.1431,Lib.G.662,1400147,618205,192855,4515,47.29,61,101.23,31.6,26.3,12.6-56.6,9.1-51.2,No,13,25.0% (1 / 4),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 3),0.0% (0 / 1),0.0% (0 / 9),0.0% (0 / 1),33.3% (2 / 6),100.0% (2 / 2),0.0% (0 / 9),0.0% (0 / 1),**33.3% (6 / 18),100.0% (2 / 2)
M160 ,SP.A.7651,Lys.A.1430,Lib.G.661,1805985,601741,147168,842,91.58,87,423.06,58.6,36.1,38.9-76.5,20.8-53.8,Yes,36,0.0% (0 / 3),0.0% (0 / 1),0.0% (0 / 3),0.0% (0 / 3),0.0% (0 / 10),0.0% (0 / 1),0.0% (0 / 5),0.0% (0 / 4),**75.0% (3 / 4),50.0% (1 / 2),0.0% (0 / 11),0.0% (0 / 3),**56.2% (9 / 16),**66.7% (4 / 6)
M159 ,SP.A.7650,Lys.A.1429,Lib.G.660,1304588,626361,31952,179,95.45,63,276.33,0,0,0.0-36.9,0.0-26.5,No,1,**100.0% (5 / 5),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 15),NA% (0 / 0),0.0% (0 / 11),NA% (0 / 0),11.1% (2 / 18),100.0% (1 / 1)
M158 ,SP.A.7649,Lys.A.1428,Lib.F.9368,1745786,859974,163792,4233,34.93,73,89.49,65,60,40.8-84.6,32.3-83.7,Yes,27,0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 2),0.0% (0 / 1),0.0% (0 / 4),0.0% (0 / 1),0.0% (0 / 5),0.0% (0 / 4),**50.0% (3 / 6),100.0% (2 / 2),0.0% (0 / 3),0.0% (0 / 1),**57.1% (4 / 7),100.0% (1 / 1)
M157 ,SP.A.7648,Lys.A.1427,Lib.F.9367,1655583,767053,138862,3663,82.6,337,63.62,49,35.2,39.1-59.0,25.4-45.9,Yes,110,**45.0% (9 / 20),0.0% (0 / 6),4.2% (1 / 24),8.3% (1 / 12),5.0% (1 / 20),0.0% (0 / 4),0.0% (0 / 21),0.0% (0 / 8),**65.7% (23 / 35),**72.7% (8 / 11),0.0% (0 / 39),0.0% (0 / 14),**70.9% (39 / 55),**93.3% (14 / 15)
M156 ,SP.A.7647,Lys.A.1426,Lib.F.9362,1397843,620749,156426,3639,84.35,361,80.6,58.8,34.3,49.2-67.9,25.3-44.2,Yes,140,**38.9% (7 / 18),12.5% (1 / 8),0.0% (0 / 28),0.0% (0 / 8),0.0% (0 / 14),0.0% (0 / 5),0.0% (0 / 22),0.0% (0 / 8),**89.6% (43 / 48),**87.5% (14 / 16),0.0% (0 / 43),0.0% (0 / 17),**76.8% (43 / 56),**92.0% (23 / 25)
M155 ,SP.A.7646,Lys.A.1425,Lib.F.9361,1462152,631204,19884,25,100,17,638.59,0,0,0.0-60.2,0.0-97.5,No,1,100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 3),0.0% (0 / 1)
M154 ,SP.A.7645,Lys.A.1424,Lib.F.9360,1496357,751955,14396,130,100,50,159.66,0,0,0.0-36.9,0.0-26.5,No,0,**100.0% (8 / 8),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0)
M153 ,SP.A.7644,Lys.A.1423,Lib.F.9359,1448655,698750,23404,203,100,126,136.36,0,0,0.0-14.2,0.0-11.2,No,2,**100.0% (19 / 19),NA% (0 / 0),0.0% (0 / 11),0.0% (0 / 1),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 10),NA% (0 / 0),0.0% (0 / 25),0.0% (0 / 1),0.0% (0 / 25),NA% (0 / 0),0.0% (0 / 27),NA% (0 / 0)
M152 ,SP.A.7643,Lys.A.1422,Lib.F.9358,1778689,811318,29905,187,100,95,183.67,0,5.3,0.0-20.6,0.1-26.0,No,4,**100.0% (3 / 3),NA% (0 / 0),0.0% (0 / 8),0.0% (0 / 2),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 33),0.0% (0 / 1),0.0% (0 / 2),NA% (0 / 0),9.1% (1 / 11),0.0% (0 / 1)
M151 ,SP.A.7642,Lys.A.1421,Lib.F.9357,1684679,835061,20784,490,87.78,79,61.67,5.9,0,0.1-28.7,0.0-15.4,No,1,**100.0% (6 / 6),NA% (0 / 0),0.0% (0 / 17),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),5.0% (1 / 20),NA% (0 / 0)
M149 ,SP.A.7641,Lys.A.1420,Lib.F.9356,1665118,812301,55941,937,98.52,333,74.52,5.1,2.2,1.1-14.1,0.3-7.8,No,8,**100.0% (25 / 25),NA% (0 / 0),0.0% (0 / 49),0.0% (0 / 2),0.0% (0 / 31),NA% (0 / 0),0.0% (0 / 44),0.0% (0 / 1),0.0% (0 / 81),0.0% (0 / 1),0.0% (0 / 69),NA% (0 / 0),3.0% (3 / 101),NA% (0 / 0)
M148 ,SP.A.7640,Lys.A.1419,Lib.F.9355,1728976,848362,119310,1990,97.74,1079,67.36,4.6,0.9,2.1-8.5,0.1-3.2,No,19,**98.8% (83 / 84),100.0% (1 / 1),0.8% (1 / 131),0.0% (0 / 3),0.0% (0 / 74),0.0% (0 / 1),0.0% (0 / 79),NA% (0 / 0),0.4% (1 / 280),0.0% (0 / 2),0.0% (0 / 114),0.0% (0 / 2),0.0% (0 / 218),0.0% (0 / 7)
M147 ,SP.A.7639,Lys.A.1418,Lib.F.9354,1770577,975333,263066,16146,16.72,145,18.48,3.6,0,0.1-18.3,0.0-11.2,No,3,**90.9% (10 / 11),NA% (0 / 0),7.7% (1 / 13),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 26),NA% (0 / 0),0.0% (0 / 19),NA% (0 / 0),0.0% (0 / 38),0.0% (0 / 1)
M146 ,SP.A.7638,Lys.A.1417,Lib.F.9353,1737239,868027,77377,1991,87.58,282,56.3,1.7,0,0.0-9.1,0.0-8.6,No,2,**100.0% (23 / 23),NA% (0 / 0),0.0% (0 / 28),NA% (0 / 0),0.0% (0 / 20),NA% (0 / 0),0.0% (0 / 22),NA% (0 / 0),0.0% (0 / 51),0.0% (0 / 1),0.0% (0 / 48),NA% (0 / 0),0.0% (0 / 60),NA% (0 / 0)
M145 ,SP.A.7637,Lys.A.1416,Lib.F.9352,1666983,782038,31667,403,77.66,73,145.18,7.1,6.2,0.2-33.9,0.2-30.2,No,3,**100.0% (3 / 3),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 1),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 8),0.0% (0 / 1),0.0% (0 / 18),0.0% (0 / 1),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 17),0.0% (0 / 1)
M144 ,SP.A.7636,Lys.A.1415,Lib.F.9351,1658713,860846,91353,2658,88.73,630,45.39,1.6,1.5,0.2-5.7,0.2-5.3,No,7,**100.0% (68 / 68),100.0% (1 / 1),0.0% (0 / 91),NA% (0 / 0),0.0% (0 / 51),NA% (0 / 0),0.0% (0 / 53),NA% (0 / 0),0.0% (0 / 164),0.0% (0 / 1),0.0% (0 / 80),NA% (0 / 0),1.3% (2 / 150),0.0% (0 / 2)
M143 ,SP.A.7635,Lys.A.1414,Lib.F.9350,1902133,961858,34042,698,88.89,120,62.92,0,0,0.0-17.6,0.0-24.7,No,2,**100.0% (8 / 8),NA% (0 / 0),0.0% (0 / 17),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 28),NA% (0 / 0),0.0% (0 / 13),NA% (0 / 0),0.0% (0 / 26),NA% (0 / 0)
M142 ,SP.A.7634,Lys.A.1413,Lib.F.9349,1751050,895166,104287,2376,99.45,1616,44.54,0.4,1.3,0.0-2.1,0.3-3.2,No,12,**97.9% (94 / 96),0.0% (0 / 1),0.0% (0 / 306),0.0% (0 / 1),0.0% (0 / 222),0.0% (0 / 2),0.0% (0 / 143),0.0% (0 / 2),0.0% (0 / 504),0.0% (0 / 5),0.0% (0 / 138),NA% (0 / 0),0.5% (1 / 221),0.0% (0 / 1)
M141 ,SP.A.7633,Lys.A.1412,Lib.F.9348,1683512,790470,38344,416,100,69,168.07,12.5,0,0.3-52.7,0.0-36.9,No,3,**100.0% (6 / 6),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 16),0.0% (0 / 1),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 26),0.0% (0 / 3)
M140 ,SP.A.7632,Lys.A.1411,Lib.F.9347,1524728,771374,143976,2026,100,1697,72.61,3,0.5,1.4-5.7,0.1-1.7,No,20,**99.0% (191 / 193),100.0% (2 / 2),0.0% (0 / 237),0.0% (0 / 3),0.0% (0 / 138),NA% (0 / 0),0.0% (0 / 188),0.0% (0 / 1),0.0% (0 / 383),0.0% (0 / 8),0.3% (1 / 295),0.0% (0 / 3),0.2% (1 / 426),14.3% (1 / 7)
M139 ,SP.A.7631,Lys.A.1410,Lib.F.9346,1575278,806707,41417,711,98.26,396,65.24,6.8,0,1.9-16.5,0.0-4.6,No,10,**95.5% (42 / 44),100.0% (1 / 1),0.0% (0 / 72),NA% (0 / 0),0.0% (0 / 26),NA% (0 / 0),0.0% (0 / 48),0.0% (0 / 1),0.0% (0 / 104),0.0% (0 / 3),0.0% (0 / 75),0.0% (0 / 1),0.0% (0 / 89),0.0% (0 / 2)
M138 ,SP.A.7630,Lys.A.1409,Lib.F.9345,1806565,820253,22787,185,100,38,201.55,28.6,0,3.7-71.0,0.0-28.5,No,3,100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 6),0.0% (0 / 1),0.0% (0 / 15),0.0% (0 / 1),0.0% (0 / 7),0.0% (0 / 1),0.0% (0 / 3),NA% (0 / 0)
M137 ,SP.A.7629,Lys.A.1408,Lib.F.9344,1603191,760766,38759,387,97.03,98,155.68,7.7,0,0.9-25.1,0.0-16.1,No,5,**100.0% (6 / 6),100.0% (1 / 1),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 23),0.0% (0 / 2),0.0% (0 / 26),0.0% (0 / 2),0.0% (0 / 20),NA% (0 / 0)
M136 ,SP.A.7628,Lys.A.1402,Lib.F.9343,1846491,914530,173399,5027,49.37,235,76.35,2,4.4,0.0-10.4,0.5-15.1,No,5,**100.0% (14 / 14),NA% (0 / 0),0.0% (0 / 42),0.0% (0 / 1),5.0% (1 / 20),0.0% (0 / 1),0.0% (0 / 16),NA% (0 / 0),0.0% (0 / 49),0.0% (0 / 2),0.0% (0 / 41),NA% (0 / 0),0.0% (0 / 48),NA% (0 / 0)
