Project Name,Site Name,Site Id,Site Country,Site Coordinates,Layer Name,Layer Parent,Layer Profile,Layer Colour,Layer Texture,Layer Age,Layer Umbrella Culture,Layer Culture,Layer Culture (Mixed),Layer Epoch,Sample Batch Name,Sample Batch Arrival,Fossil Remain,Sample Name,Sample Synonyms,Sample Type,Sample Year of Collection,Sample Provenience,Sample Age,Sample Age Upper,Sample Age Lower,Lysate,ENC Batch,Library,Molecules (qPCR),Efficiency,LNC Batch,Capture,Capture Probe,Sequencing Run,Sequencing Lane,Sequencing Pool,Tag,QC,quicksand version,ReadsRaw,ReadsLengthfiltered,ReadsIdentified,ReadsMapped,ReadsDeduped,DuplicationRate,ReadsBedfiltered,SeqsInAncientTaxa,Ancient,AncientTaxa,OtherTaxa,Subsitutions,QS_ver,CC_reads,CC_percent,RawSeqs,FilteredL35,Identified,%Hominid,Mapped,%Mapped,Unique,Duplication_Rate,5'CT,3'CT,5'CT(95%CI),3'CT(95%CI),cond5'CT(95%CI),cond3'CT(95%CI),MM_Ancient,Deaminated(term3),H_support,H_support_deam,N-HST_support,N-HST_support_deam,N_support,N_support_deam,HST_support,HST_support_deam,D-S_support,D-S_support_deam,D_support,D_support_deam,S_support,S_support_deam,H_der,H_deam_der,N-HST_der,N-HST_deam_der,N_der,N_deam_der,HST_der,HST_deam_der,D-S_der,D-S_deam_der,D_der,D_deam_der,S_der,S_deam_der
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 22.2,Layer 22,Main Chamber,,,"409,000 - 246,000 years",Middle Palaeolithic,Altai Early Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7577,freshkills id:SP6740;Field Id:M85,Sediment,2018,,"409,000 - 246,000 years",409000,246000,Lys.A.1351,LyB-20180126-EZ,Lib.F.9278,16508750000,82.03,Pl_290,Cap.E.6863,AA75,190228_D00829_0224,lane1,P.A.861,Screening,Pass,v2.1,2681431,1323492,242785,214248,8865,24.17,8362,8678,++,Bovidae(51[0.56%]) Canidae(91[1.01%]) Felidae(46[0.51%]) Mustelidae(167[1.24%]) Ursidae(8323[91.04%]),Hominidae(187[2.11%]),"Bovidae(92.6[75.7-99.1],45.5[16.7-76.6]) Canidae(73.7[48.8-90.9],34.8[16.4-57.3]) Felidae(50.0[23.0-77.0],57.1[18.4-90.1]) Hominidae(4.9[0.6-16.5],5.4[0.7-18.2]) Mustelidae(69.7[51.3-84.4],50.0[28.2-71.8]) Ursidae(66.7[64.7-68.8],55.1[52.7-57.4])",2.1,77.3,0.002883,2681431,2647271,7856,2.1,6257,79.6,187,33.46,4.9,5.4,0.6-16.5,0.7-18.2,N/A-N/A,N/A-N/A,-,7,^^^100.0% (15 / 15),100.0% (1 / 1),0.0% (0 / 15),NA% (0 / 0),0.0% (0 / 13),NA% (0 / 0),0.0% (0 / 15),NA% (0 / 0),2.0% (1 / 51),NA% (0 / 0),0.0% (0 / 69),NA% (0 / 0),0.0% (0 / 33),0.0% (0 / 1),(2523:7)(5387:1)(6266:1)(7868:1)(7891:1)(8021:1)(8065:2)(10324:1),(2523:1),,,,,,,(4958:1),,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 22.2,Layer 22,Main Chamber,,,"409,000 - 246,000 years",Middle Palaeolithic,Altai Early Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7577,freshkills id:SP6740;Field Id:M85,Sediment,2018,,"409,000 - 246,000 years",409000,246000,Lys.A.1351,LyB-20180126-EZ,Lib.F.9278,16508750000,82.03,Pl_290,Cap.E.6777,AA163,190228_D00829_0224,lane2,P.A.862,Screening,Pass,v2.3,1627826,768791,59033,42099,331,127.19,17,0,-,-,Cercopithecidae(17[2.07%]) Hominidae(314[38.33%]),"Cercopithecidae(0.0[0.0-97.5],25.0[0.6-80.6]) Hominidae(6.8[2.3-15.3],2.9[0.4-10.2])",2.3,66.9,0.004112,1627826,1603685,57306,38.3,41568,72.5,314,132.38,6.8,2.9,2.3-15.3,0.4-10.2,0.0-84.2,0.0-97.5,-,12,^^^93.8% (15 / 16),100.0% (1 / 1),0.0% (0 / 27),0.0% (0 / 1),4.0% (1 / 25),NA% (0 / 0),0.0% (0 / 20),NA% (0 / 0),1.2% (1 / 84),0.0% (0 / 3),0.0% (0 / 124),0.0% (0 / 2),0.0% (0 / 38),0.0% (0 / 1),(2523:2)(5387:1)(5821:1)(5840:1)(6266:1)(8021:2)(8065:3)(8461:1)(9325:2)(10324:1),(2523:1),,,(3918:1),,,,(4958:1),,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 22.2,Layer 22,Main Chamber,,,"409,000 - 246,000 years",Middle Palaeolithic,Altai Early Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7578,freshkills id:SP6741;Field Id:M86,Sediment,2018,,"409,000 - 246,000 years",409000,246000,Lys.A.1352,LyB-20180126-EZ,Lib.F.9279,22843750000,80.37,Pl_290,Cap.E.6864,AA75,190228_D00829_0224,lane1,P.A.861,Screening,Pass,v2.1,2645333,1341772,224702,196308,8085,24.28,7573,7858,++,Canidae(154[1.72%]) Felidae(318[3.76%]) Mustelidae(192[1.6%]) Ursidae(7194[86.56%]),Bovidae(84[1.01%]) Hominidae(143[1.78%]),"Bovidae(26.7[7.8-55.1],35.0[15.4-59.2]) Canidae(70.7[54.5-83.9],58.1[39.1-75.5]) Felidae(61.1[48.9-72.4],43.2[31.8-55.3]) Hominidae(4.8[0.1-23.8],3.2[0.1-16.7]) Mustelidae(67.9[47.6-84.1],45.9[29.5-63.1]) Ursidae(63.0[60.6-65.3],53.4[51.0-55.9])",2.1,138.9,0.005249,2645333,2610896,6076,1.8,4366,71.9,143,30.53,4.8,3.2,0.1-23.8,0.1-16.7,N/A-N/A,0.0-97.5,-,9,^^^100.0% (19 / 19),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 16),NA% (0 / 0),0.0% (0 / 27),0.0% (0 / 2),0.0% (0 / 43),0.0% (0 / 1),0.0% (0 / 21),NA% (0 / 0),(2523:1)(5580:3)(5821:1)(5840:1)(9869:1)(10307:2)(10324:2)(10750:1)(13359:1)(15148:1)(15355:2)(15443:3),,,,,,,,,,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 22.2,Layer 22,Main Chamber,,,"409,000 - 246,000 years",Middle Palaeolithic,Altai Early Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7578,freshkills id:SP6741;Field Id:M86,Sediment,2018,,"409,000 - 246,000 years",409000,246000,Lys.A.1352,LyB-20180126-EZ,Lib.F.9279,22843750000,80.37,Pl_290,Cap.E.6778,AA163,190228_D00829_0224,lane2,P.A.862,Screening,Pass,v2.3,1704147,810590,42126,26079,298,87.51,9,0,-,-,Cercopithecidae(9[1.24%]) Hominidae(289[40.02%]),"Cercopithecidae(0.0[0.0-84.2],50.0[1.3-98.7]) Hominidae(7.5[1.6-20.4],5.8[1.2-15.9])",2.3,146.1,0.008571,1704147,1679607,41659,40.0,26068,62.6,289,90.2,7.5,5.8,1.6-20.4,1.2-15.9,N/A-N/A,0.0-97.5,-,17,^^^97.5% (39 / 40),NA% (0 / 0),0.0% (0 / 23),NA% (0 / 0),0.0% (0 / 17),NA% (0 / 0),0.0% (0 / 27),NA% (0 / 0),1.5% (1 / 67),0.0% (0 / 9),0.0% (0 / 77),0.0% (0 / 4),2.0% (1 / 51),33.3% (1 / 3),(4940:1)(5387:1)(5580:6)(5821:1)(5840:1)(7868:2)(7891:2)(8065:1)(9325:1)(9869:1)(10307:4)(10324:4)(10750:2)(13359:4)(15148:1)(15355:4)(15443:3),,,,,,,,(14073:1),,,,(13983:1),(13983:1)
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 22.2,Layer 22,Main Chamber,,,"409,000 - 246,000 years",Middle Palaeolithic,Altai Early Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7579,freshkills id:SP6742;Field Id:M87,Sediment,2018,,"409,000 - 246,000 years",409000,246000,Lys.A.1353,LyB-20180126-EZ,Lib.F.9280,22435000000,87.92,Pl_290,Cap.E.6865,AA75,190228_D00829_0224,lane1,P.A.861,Screening,Pass,v2.1,2359934,1120791,101345,76453,3509,21.79,3301,3372,++,Bovidae(87[1.77%]) Canidae(868[17.79%]) Felidae(207[4.23%]) Mustelidae(230[4.53%]) Rhinocerotidae(186[3.88%]) Ursidae(1794[36.56%]),Hominidae(98[2.06%]) Muridae(39[0.82%]),"Bovidae(80.6[64.0-91.8],36.8[16.3-61.6]) Canidae(73.0[66.3-79.0],61.0[53.0-68.6]) Felidae(57.1[43.2-70.3],51.9[37.6-66.0]) Hominidae(4.5[0.1-22.8],3.8[0.1-19.6]) Muridae(50.0[21.1-78.9],0.0[0.0-52.2]) Mustelidae(55.0[38.5-70.7],63.6[49.6-76.2]) Rhinocerotidae(72.5[58.3-84.1],50.0[34.2-65.8]) Ursidae(65.2[60.4-69.7],51.4[46.1-56.7])",2.1,0.0,0.0,2359934,2327060,4652,2.1,3776,81.2,98,38.53,4.5,3.8,0.1-22.8,0.1-19.6,N/A-N/A,0.0-97.5,-,5,^^^93.3% (14 / 15),NA% (0 / 0),0.0% (0 / 9),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),4.0% (1 / 25),NA% (0 / 0),0.0% (0 / 17),NA% (0 / 0),0.0% (0 / 16),NA% (0 / 0),(2056:1)(2523:3)(4904:1)(5840:1)(6266:1)(6452:1)(8021:1)(9325:1)(11590:1)(12474:1)(13359:2),,,,,,,,(4991:1),,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 22.2,Layer 22,Main Chamber,,,"409,000 - 246,000 years",Middle Palaeolithic,Altai Early Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7579,freshkills id:SP6742;Field Id:M87,Sediment,2018,,"409,000 - 246,000 years",409000,246000,Lys.A.1353,LyB-20180126-EZ,Lib.F.9280,22435000000,87.92,Pl_290,Cap.E.6779,AA163,190228_D00829_0224,lane2,P.A.862,Screening,Pass,v2.3,1713395,759749,42402,20292,208,97.56,50,0,+,-,Bovidae(14[2.45%]) Cercopithecidae(10[1.75%]) Hominidae(158[27.71%]) Rhinocerotidae(26[4.56%]),"Bovidae(60.0[14.7-94.7],33.3[0.8-90.6]) Cercopithecidae(100.0[2.5-100.0],50.0[1.3-98.7]) Hominidae(13.3[3.8-30.7],4.7[0.6-15.8]) Rhinocerotidae(85.7[42.1-99.6],0.0[0.0-70.8])",2.3,4.9,0.000284,1713395,1686015,38842,27.7,18107,46.6,158,114.6,13.3,4.7,3.8-30.7,0.6-15.8,N/A-N/A,0.0-70.8,-,14,^^^91.3% (21 / 23),100.0% (1 / 1),0.0% (0 / 15),0.0% (0 / 6),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),2.6% (1 / 38),NA% (0 / 0),0.0% (0 / 20),NA% (0 / 0),4.8% (1 / 21),100.0% (1 / 1),(2056:2)(2523:4)(4904:1)(5840:1)(6266:1)(6452:1)(8021:1)(9325:1)(11590:1)(12474:1)(13359:3)(13889:1)(15148:2)(15443:1),(15148:1),,,,,,,(4991:1),,,,(6272:1),(6272:1)
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 22.2,Layer 22,Main Chamber,,,"409,000 - 246,000 years",Middle Palaeolithic,Altai Early Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7580,freshkills id:SP6743;Field Id:M88,Sediment,2018,,"409,000 - 246,000 years",409000,246000,Lys.A.1354,LyB-20180126-EZ,Lib.F.9281,26212500000,100.46,Pl_290,Cap.E.6866,AA75,190228_D00829_0224,lane1,P.A.861,Screening,Pass,v2.1,2059781,1044790,107108,96088,4271,22.5,4094,4190,++,Bovidae(52[1.21%]) Canidae(200[4.5%]) Cervidae(40[0.91%]) Felidae(93[2.14%]) Rhinocerotidae(26[0.6%]) Ursidae(3779[85.22%]),Cricetidae(41[0.95%]) Hominidae(40[0.93%]),"Bovidae(92.3[64.0-99.8],38.5[13.9-68.4]) Canidae(54.4[40.7-67.6],54.8[38.7-70.2]) Cervidae(85.7[42.1-99.6],50.0[15.7-84.3]) Cricetidae(66.7[34.9-90.1],14.3[0.4-57.9]) Felidae(68.2[45.1-86.1],53.8[25.1-80.8]) Hominidae(30.0[6.7-65.2],21.4[4.7-50.8]) Rhinocerotidae(80.0[28.4-99.5],100.0[39.8-100.0]) Ursidae(63.4[60.2-66.4],54.5[51.1-57.9])",2.1,58.2,0.002827,2059781,2034509,1715,0.9,1278,74.5,40,31.95,30.0,21.4,6.7-65.2,4.7-50.8,1.3-98.7,2.5-100.0,-,5,^^100.0% (2 / 2),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 9),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),15.4% (2 / 13),NA% (0 / 0),7.7% (1 / 13),50.0% (1 / 2),0.0% (0 / 6),NA% (0 / 0),(8461:1)(10307:1),,,,,,,,(6509:1)(6512:1),,(12921:1),(12921:1),,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 22.2,Layer 22,Main Chamber,,,"409,000 - 246,000 years",Middle Palaeolithic,Altai Early Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7580,freshkills id:SP6743;Field Id:M88,Sediment,2018,,"409,000 - 246,000 years",409000,246000,Lys.A.1354,LyB-20180126-EZ,Lib.F.9281,26212500000,100.46,Pl_290,Cap.E.6780,AA163,190228_D00829_0224,lane2,P.A.862,Screening,Pass,v2.3,1494161,706416,23688,12753,102,125.03,17,0,+,-,Cricetidae(17[6.04%]) Hominidae(85[30.24%]),"Cricetidae(66.7[9.4-99.2],0.0[0.0-70.8]) Hominidae(30.0[11.9-54.3],23.1[9.0-43.6])",2.3,225.3,0.015078,1494161,1475979,23085,30.2,12339,53.5,85,145.16,30.0,23.1,11.9-54.3,9.0-43.6,2.5-100.0,2.5-100.0,+,14,^^^100.0% (5 / 5),NA% (0 / 0),0.0% (0 / 6),0.0% (0 / 1),0.0% (0 / 13),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 1),^19.2% (5 / 26),^^100.0% (2 / 2),^19.0% (4 / 21),^^^75.0% (3 / 4),0.0% (0 / 11),0.0% (0 / 1),(8461:1)(10307:2)(10324:1)(10750:1),,,,,,,,(1761:2)(3978:1)(8203:1)(14476:1),(1761:1)(14476:1),(4622:1)(5270:1)(12921:1)(14662:1),(5270:1)(12921:1)(14662:1),,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lib.F.9283,74862500,103.41,Pl_290,Cap.E.6867,AA75,190228_D00829_0224,lane1,P.A.861,LNC,Pass,v2.1,364328,155833,1509,1507,9,167.44,0,0,-,-,Hominidae(9[100.0%]),"Hominidae(0.0[0.0-60.2],0.0[0.0-70.8])",2.1,114.8,0.031511,364328,337325,1509,100.0,1507,99.9,9,167.44,0.0,0.0,0.0-60.2,0.0-70.8,N/A-N/A,N/A-N/A,-,0,NA% (0 / 0),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),,,,,,,,,,,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lib.F.9283,74862500,103.41,Pl_290,Cap.E.6781,AA163,190228_D00829_0224,lane2,P.A.862,LNC,Pass,v2.3,245237,91006,0,0,0,0,0,0,-,-,-,-,2.3,75.9,0.030959,245237,223767,72369,100.0,70281,97.1,26,2703.12,0.0,0.0,0.0-30.8,0.0-60.2,N/A-N/A,N/A-N/A,-,1,NA% (0 / 0),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),,,,,,,,,,,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 22.2,Layer 22,Main Chamber,,,"409,000 - 246,000 years",Middle Palaeolithic,Altai Early Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7581,freshkills id:SP6744;Field Id:M89,Sediment,2018,,"409,000 - 246,000 years",409000,246000,Lys.A.1355,LyB-20180126-EZ,Lib.F.9285,18547500000,98.52,Pl_290,Cap.E.6868,AA75,190228_D00829_0224,lane1,P.A.861,Screening,Pass,v2.1,2933293,1397741,205049,139290,4821,28.89,4157,4292,++,Bovidae(161[3.19%]) Canidae(1727[33.94%]) Elephantidae(72[1.41%]) Felidae(249[4.97%]) Hyaenidae(95[1.8%]) Mustelidae(65[1.03%]) Rhinocerotidae(56[1.09%]) Soricidae(118[2.3%]) Ursidae(1749[34.32%]),Hominidae(529[10.69%]),"Bovidae(65.0[48.3-79.4],67.9[47.6-84.1]) Canidae(61.9[57.0-66.7],55.6[50.3-60.8]) Elephantidae(30.0[11.9-54.3],44.4[13.7-78.8]) Felidae(54.3[39.0-69.1],55.7[42.4-68.5]) Hominidae(7.7[3.1-15.2],6.3[2.6-12.6]) Hyaenidae(35.7[12.8-64.9],32.0[14.9-53.5]) Mustelidae(41.2[18.4-67.1],40.0[16.3-67.7]) Rhinocerotidae(54.5[23.4-83.3],75.0[34.9-96.8]) Soricidae(58.1[39.1-75.5],50.0[28.2-71.8]) Ursidae(66.7[61.9-71.2],53.6[48.6-58.6])",2.1,105.2,0.003585,2933293,2890297,22186,10.7,19902,89.7,529,37.62,7.7,6.3,3.1-15.2,2.6-12.6,0.0-84.2,0.0-84.2,-,29,^^^95.8% (46 / 48),^^^83.3% (5 / 6),0.0% (0 / 46),0.0% (0 / 2),0.0% (0 / 52),NA% (0 / 0),0.0% (0 / 47),NA% (0 / 0),0.7% (1 / 142),0.0% (0 / 7),0.0% (0 / 134),0.0% (0 / 4),0.0% (0 / 84),0.0% (0 / 2),(2056:5)(2523:3)(4904:2)(4940:1)(5387:1)(5580:3)(5821:1)(5840:1)(6266:1)(6452:1)(6641:2)(7891:1)(8021:1)(8065:1)(9325:1)(10307:2)(10324:2)(10750:2)(12474:1)(13095:4)(13359:2)(13656:2)(15148:3)(15355:2)(15667:1),(2056:2)(4904:1)(4940:1)(13095:1),,,,,,,(10223:1),,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 22.2,Layer 22,Main Chamber,,,"409,000 - 246,000 years",Middle Palaeolithic,Altai Early Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7581,freshkills id:SP6744;Field Id:M89,Sediment,2018,,"409,000 - 246,000 years",409000,246000,Lys.A.1355,LyB-20180126-EZ,Lib.F.9285,18547500000,98.52,Pl_290,Cap.E.6782,AA163,190228_D00829_0224,lane2,P.A.862,Screening,Pass,v2.3,1878549,899127,130477,112993,1129,100.08,61,16,++,Bovidae(16[1.2%]),Cercopithecidae(8[0.6%]) Hominidae(1067[80.22%]) Sciuridae(13[0.97%]) Soricidae(25[1.8%]),"Bovidae(100.0[47.8-100.0],100.0[15.8-100.0]) Cercopithecidae(100.0[2.5-100.0],0.0[0.0-97.5]) Hominidae(6.6[3.5-11.3],3.9[1.9-7.1]) Sciuridae(100.0[2.5-100.0],50.0[6.8-93.2]) Soricidae(83.3[35.9-99.6],0.0[0.0-84.2])",2.3,212.5,0.011313,1878549,1848714,124586,80.2,109408,87.8,1067,102.54,6.6,3.9,3.5-11.3,1.9-7.1,0.0-84.2,0.0-97.5,-,37,^^^98.2% (109 / 111),^^^87.5% (7 / 8),1.0% (1 / 98),25.0% (1 / 4),0.0% (0 / 136),0.0% (0 / 4),0.0% (0 / 102),0.0% (0 / 1),0.3% (1 / 286),0.0% (0 / 9),0.0% (0 / 301),0.0% (0 / 3),0.0% (0 / 156),0.0% (0 / 2),(2056:5)(2523:3)(4904:5)(4940:2)(5387:1)(5580:10)(5821:2)(5840:2)(6266:3)(6452:1)(6641:2)(7868:1)(7891:4)(8021:3)(8065:1)(8461:1)(9325:2)(9869:1)(10307:12)(10324:11)(10750:6)(12474:3)(13095:4)(13359:1)(13656:3)(13889:3)(15148:7)(15355:5)(15649:1)(15667:4),(2523:1)(4904:2)(4940:2)(6266:1)(15667:1),(6260:1),(6260:1),,,,,(10223:1),,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 22.2,Layer 22,Main Chamber,,,"409,000 - 246,000 years",Middle Palaeolithic,Altai Early Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7582,freshkills id:SP6745;Field Id:M90,Sediment,2018,,"409,000 - 246,000 years",409000,246000,Lys.A.1356,LyB-20180126-EZ,Lib.F.9286,27537500000,98.61,Pl_290,Cap.E.6869,AA75,190228_D00829_0224,lane1,P.A.861,Screening,Pass,v2.1,2367944,1141339,87285,66680,2703,24.67,2545,2522,++,Bovidae(146[5.22%]) Canidae(451[16.27%]) Felidae(193[6.92%]) Sciuridae(18[0.62%]) Ursidae(1714[61.67%]),Cervidae(14[0.51%]) Equidae(14[0.51%]) Hominidae(98[3.6%]) Mustelidae(38[1.32%]) Rhinocerotidae(17[0.62%]),"Bovidae(58.6[38.9-76.5],54.5[36.4-71.9]) Canidae(65.0[55.0-74.2],57.8[46.9-68.1]) Cervidae(66.7[9.4-99.2],66.7[9.4-99.2]) Equidae(100.0[29.2-100.0],50.0[1.3-98.7]) Felidae(56.5[41.1-71.1],65.1[49.1-79.0]) Hominidae(0.0[0.0-11.6],0.0[0.0-17.6]) Mustelidae(50.0[6.8-93.2],100.0[73.5-100.0]) Rhinocerotidae(0.0[0.0-97.5],100.0[29.2-100.0]) Sciuridae(50.0[15.7-84.3],100.0[59.0-100.0]) Ursidae(67.2[62.4-71.8],52.0[46.6-57.4])",2.1,39.8,0.001682,2367944,2335930,4064,3.6,2732,67.2,98,27.88,0.0,0.0,0.0-11.6,0.0-17.6,N/A-N/A,N/A-N/A,-,1,^^^100.0% (8 / 8),NA% (0 / 0),0.0% (0 / 10),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),2.4% (1 / 41),0.0% (0 / 1),4.2% (1 / 24),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),(4904:1)(4940:1)(6266:1)(6452:1)(8065:2)(9869:1)(15443:1),,,,,,,,(12756:1),,(15562:1),,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 22.2,Layer 22,Main Chamber,,,"409,000 - 246,000 years",Middle Palaeolithic,Altai Early Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7582,freshkills id:SP6745;Field Id:M90,Sediment,2018,,"409,000 - 246,000 years",409000,246000,Lys.A.1356,LyB-20180126-EZ,Lib.F.9286,27537500000,98.61,Pl_290,Cap.E.6783,AA163,190228_D00829_0224,lane2,P.A.862,Screening,Pass,v2.3,1769125,844449,44957,26960,204,132.16,27,19,++,Bovidae(19[6.88%]),Cercopithecidae(8[2.89%]) Hominidae(177[64.13%]),"Bovidae(50.0[11.8-88.2],80.0[28.4-99.5]) Cercopithecidae(0.0[0.0-84.2],25.0[0.6-80.6]) Hominidae(2.0[0.1-10.6],2.4[0.1-12.6])",2.3,59.0,0.003333,1769125,1743819,42806,64.1,25999,60.7,177,146.89,2.0,2.4,0.1-10.6,0.1-12.6,N/A-N/A,N/A-N/A,-,5,^^^100.0% (18 / 18),NA% (0 / 0),0.0% (0 / 19),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 19),NA% (0 / 0),1.6% (1 / 64),0.0% (0 / 1),1.7% (1 / 58),0.0% (0 / 1),0.0% (0 / 16),NA% (0 / 0),(2831:1)(4904:1)(4940:1)(6266:1)(6452:1)(8021:1)(8065:2)(8503:4)(11590:1)(12474:1)(13656:1)(15443:1)(15649:1)(15667:1),,,,,,,,(12756:1),,(15562:1),,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 22.2,Layer 22,Main Chamber,,,"409,000 - 246,000 years",Middle Palaeolithic,Altai Early Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7583,freshkills id:SP6746;Field Id:M91,Sediment,2018,,"409,000 - 246,000 years",409000,246000,Lys.A.1357,LyB-20180126-EZ,Lib.F.9287,30400000000,88.79,Pl_290,Cap.E.6870,AA75,190228_D00829_0224,lane1,P.A.861,Screening,Pass,v2.1,2626072,1243991,120190,87252,2563,34.04,2205,2198,++,Canidae(167[6.32%]) Felidae(104[3.91%]) Mustelidae(76[1.51%]) Ursidae(1851[70.53%]),Bovidae(20[0.77%]) Cricetidae(15[0.58%]) Hominidae(277[10.74%]) Rhinocerotidae(15[0.58%]) Suidae(16[0.5%]) Vespertilionidae(22[0.77%]),"Bovidae(14.3[0.4-57.9],75.0[19.4-99.4]) Canidae(60.6[42.1-77.1],69.2[52.4-83.0]) Cricetidae(75.0[19.4-99.4],33.3[0.8-90.6]) Felidae(68.2[45.1-86.1],56.0[34.9-75.6]) Hominidae(1.8[0.0-9.6],3.1[0.4-10.8]) Mustelidae(54.5[23.4-83.3],60.0[26.2-87.8]) Rhinocerotidae(0.0[0.0-84.2],100.0[2.5-100.0]) Suidae(0.0[0.0-52.2],0.0[0.0-70.8]) Ursidae(66.7[62.0-71.2],52.0[47.0-56.9]) Vespertilionidae(100.0[29.2-100.0],0.0[0.0-70.8])",2.1,9.8,0.000372,2626072,2585398,12615,10.8,11143,88.3,277,40.23,1.8,3.1,0.0-9.6,0.4-10.8,0.0-97.5,N/A-N/A,-,6,^^^96.7% (29 / 30),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 29),NA% (0 / 0),0.0% (0 / 86),0.0% (0 / 3),0.0% (0 / 98),0.0% (0 / 1),2.0% (1 / 51),100.0% (1 / 1),(2056:2)(2831:1)(4904:1)(4940:2)(5387:2)(5580:2)(7868:2)(7891:1)(8021:1)(8065:2)(9325:3)(10307:2)(10324:3)(13359:1)(13656:1)(15148:1)(15649:1)(15667:1),,,,,,,,,,,,(6614:1),(6614:1)
